input_1,input_2,input_3,label_id,label,split
3006,3797,4053,2,KERTAS,validation
1754,1406,4036,3,TIDAK_VALID,train
1096,990,304,0,BATU,train
3468,2908,3572,2,KERTAS,train
802,153,363,0,BATU,train
3948,480,3570,3,TIDAK_VALID,train
1767,1711,1583,3,TIDAK_VALID,train
729,3087,1007,3,TIDAK_VALID,train
582,3677,1895,3,TIDAK_VALID,test
1493,3016,1703,3,TIDAK_VALID,validation
1027,92,909,0,BATU,train
765,516,472,0,BATU,train
3952,3882,3538,2,KERTAS,train
1144,183,1225,0,BATU,train
3705,1624,3877,3,TIDAK_VALID,train
28,1178,593,0,BATU,train
1874,1699,1224,3,TIDAK_VALID,validation
2884,3267,3819,2,KERTAS,validation
2,3771,406,3,TIDAK_VALID,train
2917,3253,1079,1,GUNTING,train
747,402,94,0,BATU,test
1134,1086,641,0,BATU,train
3801,2987,563,1,GUNTING,validation
703,2945,288,3,TIDAK_VALID,train
1424,2747,920,3,TIDAK_VALID,test
696,506,1142,0,BATU,validation
3314,3459,1135,1,GUNTING,train
3490,3360,3291,2,KERTAS,test
1399,3875,1035,3,TIDAK_VALID,test
2944,4020,3932,2,KERTAS,train
3444,3025,146,1,GUNTING,validation
3507,3923,4056,2,KERTAS,test
5,20,1220,0,BATU,train
933,2024,469,3,TIDAK_VALID,test
3774,3366,182,1,GUNTING,validation
3275,3952,3033,2,KERTAS,train
1667,341,3959,3,TIDAK_VALID,test
1154,717,639,0,BATU,validation
3060,3908,1017,1,GUNTING,validation
3376,3694,3208,2,KERTAS,train
2933,3931,28,1,GUNTING,train
1311,2748,2776,3,TIDAK_VALID,train
3222,3893,1185,1,GUNTING,test
3022,3425,3062,2,KERTAS,validation
3814,3389,2410,3,TIDAK_VALID,train
3589,757,1087,3,TIDAK_VALID,train
2216,735,2963,3,TIDAK_VALID,test
2997,3483,3103,2,KERTAS,train
1156,232,480,0,BATU,test
960,136,1225,0,BATU,train
3162,3362,370,1,GUNTING,validation
1104,2374,1230,3,TIDAK_VALID,test
3190,3916,26,1,GUNTING,train
1316,425,984,3,TIDAK_VALID,train
3211,3923,487,1,GUNTING,train
4048,4049,3336,2,KERTAS,train
3056,819,1077,3,TIDAK_VALID,train
1902,3480,847,3,TIDAK_VALID,validation
1395,2027,1239,3,TIDAK_VALID,test
3140,3335,3692,2,KERTAS,train
612,790,1065,0,BATU,train
485,906,316,0,BATU,train
3572,3785,214,1,GUNTING,train
877,1220,420,0,BATU,train
248,984,759,0,BATU,train
3924,3287,810,1,GUNTING,train
1010,796,960,0,BATU,train
3374,3123,4000,2,KERTAS,validation
4018,4050,3624,2,KERTAS,train
3349,3251,1040,1,GUNTING,train
542,509,641,0,BATU,train
2500,2006,519,3,TIDAK_VALID,train
3900,3078,161,1,GUNTING,test
3960,220,1713,3,TIDAK_VALID,train
203,995,19,0,BATU,test
3337,3449,314,1,GUNTING,train
3516,3422,4011,2,KERTAS,train
1140,2927,2530,3,TIDAK_VALID,train
3377,2986,65,1,GUNTING,validation
866,959,564,0,BATU,train
3883,3280,820,1,GUNTING,train
3965,3207,809,1,GUNTING,train
1428,58,2836,3,TIDAK_VALID,train
3879,3931,3463,2,KERTAS,test
754,1084,326,0,BATU,validation
870,3204,3527,3,TIDAK_VALID,test
1108,1078,1179,0,BATU,train
3249,3078,3935,2,KERTAS,train
1838,2934,1544,3,TIDAK_VALID,test
1057,22,1056,0,BATU,test
3080,3648,3392,2,KERTAS,validation
768,124,352,0,BATU,test
2887,4032,2941,2,KERTAS,test
3322,3117,137,1,GUNTING,train
3434,3912,1099,1,GUNTING,test
1080,349,1028,0,BATU,train
3218,3629,982,1,GUNTING,train
3308,3323,3396,2,KERTAS,train
3262,2838,3771,3,TIDAK_VALID,train
386,912,18,0,BATU,train
3226,799,2470,3,TIDAK_VALID,train
2001,2344,4091,3,TIDAK_VALID,train
3506,3330,3603,2,KERTAS,train
3262,2945,3124,2,KERTAS,train
3533,3183,211,1,GUNTING,train
3987,3246,4064,2,KERTAS,train
1039,639,1035,0,BATU,train
1701,2085,1922,3,TIDAK_VALID,train
3865,3949,672,1,GUNTING,train
241,381,955,0,BATU,train
3876,3558,685,1,GUNTING,train
3806,3772,2983,2,KERTAS,train
3672,3630,3680,2,KERTAS,validation
285,1168,123,0,BATU,test
3328,3941,201,1,GUNTING,train
3446,3756,3494,2,KERTAS,train
3275,3199,697,1,GUNTING,train
2900,3875,3108,2,KERTAS,train
210,253,714,0,BATU,validation
619,947,787,0,BATU,validation
2009,1025,2165,3,TIDAK_VALID,train
58,170,1129,0,BATU,train
1709,1234,1588,3,TIDAK_VALID,train
144,4017,3423,3,TIDAK_VALID,validation
3583,3710,3987,2,KERTAS,validation
2831,2954,2112,3,TIDAK_VALID,train
3984,3405,2967,2,KERTAS,train
3947,3631,957,1,GUNTING,test
2972,3431,432,1,GUNTING,test
3444,3404,3668,2,KERTAS,test
550,812,449,0,BATU,test
3474,3071,3520,2,KERTAS,train
3472,343,192,3,TIDAK_VALID,train
3630,3764,3842,2,KERTAS,validation
239,5,547,0,BATU,train
62,421,976,0,BATU,train
3277,1669,3368,3,TIDAK_VALID,validation
3047,3724,3323,2,KERTAS,validation
3,829,146,0,BATU,test
603,234,333,0,BATU,test
72,734,1002,0,BATU,train
4091,3689,3421,2,KERTAS,train
3047,3546,896,1,GUNTING,train
4011,3713,3557,2,KERTAS,train
659,1186,1184,0,BATU,train
3204,3394,485,1,GUNTING,train
3644,3495,4085,2,KERTAS,train
480,656,463,0,BATU,validation
33,913,1047,0,BATU,train
3495,2911,832,1,GUNTING,validation
1139,485,695,0,BATU,train
2960,3792,347,1,GUNTING,validation
487,1248,1931,3,TIDAK_VALID,train
3726,3521,3659,2,KERTAS,train
568,402,375,0,BATU,train
2116,1652,558,3,TIDAK_VALID,train
257,1011,244,0,BATU,train
27,624,351,0,BATU,validation
2095,842,1057,3,TIDAK_VALID,train
686,782,1145,0,BATU,validation
3256,3814,3007,2,KERTAS,validation
3202,2870,3392,2,KERTAS,train
3180,22,883,3,TIDAK_VALID,train
3118,3857,130,1,GUNTING,train
913,165,459,0,BATU,validation
3826,3265,3720,2,KERTAS,validation
914,1484,2875,3,TIDAK_VALID,test
1380,600,1174,3,TIDAK_VALID,train
3398,3119,3546,2,KERTAS,train
3896,3462,60,1,GUNTING,train
32,3380,1317,3,TIDAK_VALID,train
3609,3907,499,1,GUNTING,train
2951,3595,1215,1,GUNTING,train
3963,3139,762,1,GUNTING,validation
563,3752,2570,3,TIDAK_VALID,train
1191,901,453,0,BATU,train
3759,3108,358,1,GUNTING,train
3187,3061,1035,1,GUNTING,train
3355,3632,1134,1,GUNTING,train
3883,3455,911,1,GUNTING,test
3283,3110,627,1,GUNTING,validation
3688,3463,91,1,GUNTING,test
4006,3012,651,1,GUNTING,validation
3447,4060,679,1,GUNTING,train
3983,3014,2901,2,KERTAS,train
714,503,739,0,BATU,train
1958,541,2874,3,TIDAK_VALID,train
284,919,3179,3,TIDAK_VALID,train
3222,3174,1198,1,GUNTING,test
3865,3500,309,1,GUNTING,train
1855,1975,3150,3,TIDAK_VALID,train
406,1143,60,0,BATU,train
916,1003,129,0,BATU,train
3768,3114,2652,3,TIDAK_VALID,test
976,1029,349,0,BATU,train
3954,3816,3513,2,KERTAS,train
3344,3489,3252,2,KERTAS,train
1644,324,3187,3,TIDAK_VALID,test
776,1074,60,0,BATU,validation
3501,3340,3352,2,KERTAS,train
3709,1389,2473,3,TIDAK_VALID,test
971,261,3502,3,TIDAK_VALID,train
19,576,942,0,BATU,validation
3100,1634,1398,3,TIDAK_VALID,train
232,1045,548,0,BATU,train
2874,3982,87,1,GUNTING,train
3659,3262,4032,2,KERTAS,train
3669,1118,2583,3,TIDAK_VALID,train
731,1218,316,0,BATU,train
2891,3060,818,1,GUNTING,train
43,723,1146,0,BATU,test
3275,3801,50,1,GUNTING,validation
35,686,347,0,BATU,train
507,1076,349,0,BATU,train
1095,3567,50,3,TIDAK_VALID,validation
303,259,1479,3,TIDAK_VALID,train
3664,3127,2889,2,KERTAS,train
966,2348,3142,3,TIDAK_VALID,train
1136,262,666,0,BATU,validation
3644,3399,525,1,GUNTING,validation
3217,3423,1052,1,GUNTING,train
219,753,17,0,BATU,train
743,208,759,0,BATU,test
2882,3366,304,1,GUNTING,validation
958,548,1143,0,BATU,train
2689,3229,1258,3,TIDAK_VALID,validation
4087,3008,4041,2,KERTAS,train
3837,2946,312,1,GUNTING,train
1320,2942,724,3,TIDAK_VALID,test
2174,1024,2670,3,TIDAK_VALID,train
922,1175,250,0,BATU,test
3178,2324,1841,3,TIDAK_VALID,test
3425,2969,712,1,GUNTING,train
2773,101,656,3,TIDAK_VALID,train
286,451,450,0,BATU,train
2316,3493,2744,3,TIDAK_VALID,train
492,3088,629,3,TIDAK_VALID,validation
218,698,277,0,BATU,test
1733,555,1350,3,TIDAK_VALID,test
100,19,586,0,BATU,train
3571,3578,206,1,GUNTING,train
1421,885,1317,3,TIDAK_VALID,train
3362,3860,3227,2,KERTAS,train
889,639,452,0,BATU,train
3546,3726,796,1,GUNTING,train
3809,3510,805,1,GUNTING,validation
191,902,237,0,BATU,train
1081,2016,2294,3,TIDAK_VALID,train
522,1080,332,0,BATU,train
474,627,475,0,BATU,test
1605,748,3865,3,TIDAK_VALID,train
3205,2982,234,1,GUNTING,train
2005,407,3137,3,TIDAK_VALID,validation
1096,921,1218,0,BATU,train
485,3125,3535,3,TIDAK_VALID,test
3202,2942,3329,2,KERTAS,train
3583,3181,3120,2,KERTAS,train
3584,3257,3886,2,KERTAS,train
3424,3801,2607,3,TIDAK_VALID,train
2141,3038,2955,3,TIDAK_VALID,validation
527,858,1212,0,BATU,train
3578,1008,2002,3,TIDAK_VALID,train
1084,980,1068,0,BATU,train
1083,927,1132,0,BATU,test
3892,3363,362,1,GUNTING,validation
2923,366,3476,3,TIDAK_VALID,train
3874,3140,3515,2,KERTAS,train
3984,3699,3256,2,KERTAS,train
3626,3183,4063,2,KERTAS,train
3228,3092,346,1,GUNTING,train
3240,3696,574,1,GUNTING,train
152,50,955,0,BATU,train
4027,4030,3685,2,KERTAS,train
786,2576,1763,3,TIDAK_VALID,train
1498,214,700,3,TIDAK_VALID,train
3035,3159,3198,2,KERTAS,train
3547,4072,3013,2,KERTAS,train
3287,3734,3121,2,KERTAS,validation
3491,3006,3601,2,KERTAS,validation
303,905,833,0,BATU,train
4055,2891,3744,2,KERTAS,test
3248,4054,540,1,GUNTING,train
36,296,176,0,BATU,train
157,221,274,0,BATU,test
487,51,123,0,BATU,train
4030,3628,1209,1,GUNTING,test
3961,2981,3220,2,KERTAS,validation
305,301,198,0,BATU,train
1146,250,649,0,BATU,train
3697,3629,3258,2,KERTAS,test
3473,402,1805,3,TIDAK_VALID,validation
736,800,836,0,BATU,test
698,1339,1198,3,TIDAK_VALID,train
452,2281,3729,3,TIDAK_VALID,test
2517,872,992,3,TIDAK_VALID,validation
792,1183,1222,0,BATU,test
2929,3977,3951,2,KERTAS,train
3955,3296,3669,2,KERTAS,train
722,210,1137,0,BATU,train
3370,3090,899,1,GUNTING,train
3545,2918,540,1,GUNTING,train
3967,3058,1170,1,GUNTING,train
78,1190,382,0,BATU,train
3069,78,1967,3,TIDAK_VALID,train
3041,1931,2786,3,TIDAK_VALID,train
3464,3166,290,1,GUNTING,train
3042,3312,3826,2,KERTAS,test
184,249,811,0,BATU,train
3479,3633,3908,2,KERTAS,validation
276,1040,490,0,BATU,train
3795,3297,478,1,GUNTING,train
3382,733,3687,3,TIDAK_VALID,test
3338,3358,3653,2,KERTAS,train
2973,3177,2316,3,TIDAK_VALID,train
86,706,574,0,BATU,train
3481,3301,288,1,GUNTING,validation
248,673,947,0,BATU,validation
2973,4033,569,1,GUNTING,train
3742,3143,3774,2,KERTAS,train
1218,58,715,0,BATU,test
3839,2962,500,1,GUNTING,test
1761,3106,2889,3,TIDAK_VALID,validation
939,937,590,0,BATU,train
4040,3933,3224,2,KERTAS,train
356,7,1050,0,BATU,test
1193,318,620,0,BATU,train
3264,3924,308,1,GUNTING,train
1909,2706,2407,3,TIDAK_VALID,validation
3058,3271,3306,2,KERTAS,test
3652,2877,3677,2,KERTAS,train
3831,4016,465,1,GUNTING,test
3540,3550,71,1,GUNTING,train
221,537,1082,0,BATU,validation
3110,3882,1225,1,GUNTING,train
3401,3824,3390,2,KERTAS,train
763,1060,1011,0,BATU,test
3089,2581,1409,3,TIDAK_VALID,test
3241,3905,3249,2,KERTAS,validation
4026,3391,1107,1,GUNTING,train
3188,3208,1140,1,GUNTING,train
2983,3556,4043,2,KERTAS,validation
576,800,157,0,BATU,train
327,337,313,0,BATU,train
3001,3993,3603,2,KERTAS,train
129,1111,1063,0,BATU,train
3203,3686,3784,2,KERTAS,train
3760,3928,176,1,GUNTING,train
2832,1255,3637,3,TIDAK_VALID,train
283,46,682,0,BATU,train
3056,3019,4004,2,KERTAS,train
2954,4013,1151,1,GUNTING,train
3306,2154,917,3,TIDAK_VALID,train
3188,2969,3532,2,KERTAS,train
1477,1587,1853,3,TIDAK_VALID,test
1829,3419,3471,3,TIDAK_VALID,test
3002,3136,234,1,GUNTING,validation
972,2777,1534,3,TIDAK_VALID,train
3855,3957,2976,2,KERTAS,test
4088,3172,2891,2,KERTAS,test
3261,3590,634,1,GUNTING,train
3205,3955,836,1,GUNTING,train
3593,3846,4066,2,KERTAS,train
3448,2977,3366,2,KERTAS,train
3079,3944,3205,2,KERTAS,train
3592,3309,355,1,GUNTING,train
2944,3013,3837,2,KERTAS,train
577,22,3509,3,TIDAK_VALID,train
1251,2311,1691,3,TIDAK_VALID,train
3343,2142,3967,3,TIDAK_VALID,train
3185,3820,3942,2,KERTAS,validation
3875,3720,3786,2,KERTAS,train
1541,577,1642,3,TIDAK_VALID,test
1140,325,49,0,BATU,train
345,410,213,0,BATU,train
875,692,609,0,BATU,train
174,364,2537,3,TIDAK_VALID,validation
2600,65,3741,3,TIDAK_VALID,train
3615,3401,396,1,GUNTING,train
1987,2700,2761,3,TIDAK_VALID,train
3158,2944,3913,2,KERTAS,train
3911,4090,132,1,GUNTING,train
3149,4077,867,1,GUNTING,train
3946,3986,3256,2,KERTAS,test
3473,3667,107,1,GUNTING,train
580,336,2612,3,TIDAK_VALID,test
3223,4031,3272,2,KERTAS,test
3001,3358,3768,2,KERTAS,train
243,2860,3288,3,TIDAK_VALID,train
3002,3689,290,1,GUNTING,validation
526,847,1067,0,BATU,train
604,2931,1982,3,TIDAK_VALID,test
3407,2979,3408,2,KERTAS,train
1804,222,1624,3,TIDAK_VALID,train
1986,916,2656,3,TIDAK_VALID,validation
3527,3278,3831,2,KERTAS,train
1085,370,946,0,BATU,train
650,304,3630,3,TIDAK_VALID,train
2586,1256,1564,3,TIDAK_VALID,train
3769,3347,3928,2,KERTAS,train
600,2290,750,3,TIDAK_VALID,train
3817,3755,3744,2,KERTAS,train
244,2978,432,3,TIDAK_VALID,train
3639,2041,2285,3,TIDAK_VALID,validation
223,651,868,0,BATU,train
3262,3916,3964,2,KERTAS,train
1135,711,6,0,BATU,train
2242,3226,1306,3,TIDAK_VALID,train
3518,387,2732,3,TIDAK_VALID,train
1052,3509,1484,3,TIDAK_VALID,train
3683,3081,1004,1,GUNTING,test
3544,3780,3679,2,KERTAS,train
972,193,1856,3,TIDAK_VALID,train
1969,2951,2913,3,TIDAK_VALID,train
3933,1504,362,3,TIDAK_VALID,train
827,882,373,0,BATU,test
1075,204,1007,0,BATU,train
27,739,938,0,BATU,train
2488,3927,3407,3,TIDAK_VALID,train
3601,3528,3991,2,KERTAS,validation
3126,3024,467,1,GUNTING,train
4094,3749,58,1,GUNTING,train
770,401,788,0,BATU,train
944,1047,620,0,BATU,train
762,551,1162,0,BATU,validation
3651,3882,3600,2,KERTAS,train
3742,3436,1197,1,GUNTING,train
2946,3527,3651,2,KERTAS,train
3665,3976,3850,2,KERTAS,train
3435,3480,3630,2,KERTAS,test
3761,1001,3849,3,TIDAK_VALID,test
956,1057,303,0,BATU,train
3062,4048,275,1,GUNTING,test
3699,3772,3235,2,KERTAS,train
3718,3401,3853,2,KERTAS,train
3143,3272,579,1,GUNTING,train
3226,3439,11,1,GUNTING,train
4011,3518,219,1,GUNTING,train
389,44,514,0,BATU,train
2952,3741,3503,2,KERTAS,test
1142,22,1136,0,BATU,train
3078,4009,53,1,GUNTING,train
2281,861,3012,3,TIDAK_VALID,train
116,1065,870,0,BATU,train
3465,3197,3311,2,KERTAS,validation
1164,498,994,0,BATU,train
413,1213,20,0,BATU,train
3317,3347,742,1,GUNTING,train
3075,4038,240,1,GUNTING,train
3529,3348,3179,2,KERTAS,train
2672,448,2085,3,TIDAK_VALID,train
248,930,1217,0,BATU,train
3959,4008,3459,2,KERTAS,test
483,4090,1064,3,TIDAK_VALID,train
3665,3942,3063,2,KERTAS,test
3981,569,2349,3,TIDAK_VALID,train
602,700,634,0,BATU,validation
2187,2436,167,3,TIDAK_VALID,train
3055,3313,890,1,GUNTING,train
3009,2914,404,1,GUNTING,train
3488,4076,274,1,GUNTING,train
1145,838,1197,0,BATU,train
2972,3249,15,1,GUNTING,train
807,50,1168,0,BATU,validation
3000,2944,3668,2,KERTAS,train
3347,3846,963,1,GUNTING,train
3377,3590,76,1,GUNTING,train
384,235,1219,0,BATU,test
671,1403,1047,3,TIDAK_VALID,train
862,1171,749,0,BATU,train
3255,2734,4026,3,TIDAK_VALID,train
830,150,1244,3,TIDAK_VALID,train
469,430,620,0,BATU,test
2584,2554,1597,3,TIDAK_VALID,train
3318,3970,3426,2,KERTAS,train
589,1202,583,0,BATU,train
3145,3850,3874,2,KERTAS,validation
260,1135,538,0,BATU,train
3715,2985,232,1,GUNTING,train
3756,3061,978,1,GUNTING,test
122,745,82,0,BATU,train
3452,3492,882,1,GUNTING,train
3994,4013,3979,2,KERTAS,validation
3403,2974,1208,1,GUNTING,test
3833,3746,2871,2,KERTAS,train
3047,3699,3353,2,KERTAS,train
417,917,1155,0,BATU,validation
958,313,962,0,BATU,validation
3652,2043,515,3,TIDAK_VALID,train
320,396,298,0,BATU,train
4063,1609,365,3,TIDAK_VALID,train
1656,326,1659,3,TIDAK_VALID,train
3977,3679,3239,2,KERTAS,test
3910,3180,3746,2,KERTAS,train
397,679,102,0,BATU,validation
3337,3187,4036,2,KERTAS,train
1360,1930,2606,3,TIDAK_VALID,train
3516,3302,3502,2,KERTAS,train
611,638,624,0,BATU,train
3144,3672,402,1,GUNTING,train
190,1156,206,0,BATU,train
925,698,765,0,BATU,test
3347,3546,3152,2,KERTAS,train
1953,1412,2095,3,TIDAK_VALID,train
339,509,52,0,BATU,train
3465,4054,929,1,GUNTING,train
2894,3400,3702,2,KERTAS,train
4010,3446,3195,2,KERTAS,validation
3206,3542,3124,2,KERTAS,train
711,1099,904,0,BATU,test
3337,3714,3149,2,KERTAS,train
3669,2495,2928,3,TIDAK_VALID,train
2935,3314,3710,2,KERTAS,train
2929,3234,4080,2,KERTAS,train
718,798,104,0,BATU,train
3312,3712,3498,2,KERTAS,train
3687,3671,263,1,GUNTING,validation
3042,3745,738,1,GUNTING,train
3184,1324,1928,3,TIDAK_VALID,validation
3957,1465,4091,3,TIDAK_VALID,train
91,549,502,0,BATU,train
268,1084,1674,3,TIDAK_VALID,train
2016,905,1603,3,TIDAK_VALID,test
2736,731,484,3,TIDAK_VALID,train
2899,3270,3699,2,KERTAS,train
159,187,777,0,BATU,train
3961,3411,747,1,GUNTING,validation
376,2969,2096,3,TIDAK_VALID,validation
2045,2554,2697,3,TIDAK_VALID,train
3121,3129,3342,2,KERTAS,train
3375,3219,3977,2,KERTAS,train
3043,3471,1100,1,GUNTING,test
2897,3480,3054,2,KERTAS,train
201,821,463,0,BATU,train
3847,3821,1067,1,GUNTING,train
4068,1321,3694,3,TIDAK_VALID,train
3130,3726,3564,2,KERTAS,train
3983,3489,3960,2,KERTAS,test
3691,3098,2743,3,TIDAK_VALID,validation
3024,3124,554,1,GUNTING,train
3424,3661,929,1,GUNTING,validation
3672,3426,3045,2,KERTAS,test
3509,4085,231,1,GUNTING,validation
2892,3161,3739,2,KERTAS,train
1000,3298,878,3,TIDAK_VALID,train
3368,3863,418,1,GUNTING,train
3351,3037,3764,2,KERTAS,train
3242,3350,99,1,GUNTING,test
3118,3480,3507,2,KERTAS,train
3640,1362,1559,3,TIDAK_VALID,train
2869,3909,3311,2,KERTAS,train
3424,3100,237,1,GUNTING,train
1250,3088,3464,3,TIDAK_VALID,train
719,922,925,0,BATU,validation
1204,563,963,0,BATU,train
618,186,432,0,BATU,train
2871,4092,295,1,GUNTING,validation
2452,850,174,3,TIDAK_VALID,test
2494,1114,1701,3,TIDAK_VALID,test
3065,3587,146,1,GUNTING,train
3532,3658,3220,2,KERTAS,train
779,130,172,0,BATU,train
1450,2683,1663,3,TIDAK_VALID,test
301,404,898,0,BATU,train
3653,3084,2912,2,KERTAS,train
3923,3410,3074,2,KERTAS,validation
72,2535,3541,3,TIDAK_VALID,train
980,123,251,0,BATU,train
2950,3715,3746,2,KERTAS,train
2339,3312,2500,3,TIDAK_VALID,train
3080,4016,3360,2,KERTAS,train
118,492,7,0,BATU,test
3185,441,484,3,TIDAK_VALID,train
1942,3473,3728,3,TIDAK_VALID,validation
3830,3884,388,1,GUNTING,train
3155,3520,251,1,GUNTING,train
1520,2481,3295,3,TIDAK_VALID,train
459,3888,2015,3,TIDAK_VALID,validation
3251,2874,795,1,GUNTING,test
3139,3758,2867,2,KERTAS,validation
484,995,464,0,BATU,train
4012,3989,3846,2,KERTAS,train
2870,3063,636,1,GUNTING,test
3268,3943,3197,2,KERTAS,train
1233,857,4007,3,TIDAK_VALID,train
3606,3386,524,1,GUNTING,train
3731,2886,571,1,GUNTING,validation
3600,3665,838,1,GUNTING,train
3001,3334,622,1,GUNTING,train
3515,3545,3656,2,KERTAS,train
3552,3312,3335,2,KERTAS,validation
850,923,949,0,BATU,validation
2575,2081,3821,3,TIDAK_VALID,test
3688,3358,588,1,GUNTING,train
3870,3709,629,1,GUNTING,train
597,4071,3162,3,TIDAK_VALID,train
3297,3750,3028,2,KERTAS,train
645,2124,3779,3,TIDAK_VALID,train
1098,523,403,0,BATU,train
3951,4035,538,1,GUNTING,train
376,2475,2054,3,TIDAK_VALID,train
63,1977,226,3,TIDAK_VALID,validation
4066,1918,1709,3,TIDAK_VALID,test
4049,2978,3730,2,KERTAS,validation
3306,3819,854,1,GUNTING,train
1042,802,988,0,BATU,train
2983,2987,3617,2,KERTAS,train
3447,815,1100,3,TIDAK_VALID,train
3796,4017,1114,1,GUNTING,train
1018,1037,42,0,BATU,validation
221,508,553,0,BATU,train
1043,191,745,0,BATU,train
3745,3194,3550,2,KERTAS,train
410,334,565,0,BATU,train
47,1992,628,3,TIDAK_VALID,train
3443,3783,3332,2,KERTAS,train
3630,1837,1514,3,TIDAK_VALID,train
156,180,1205,0,BATU,train
3956,3340,1224,1,GUNTING,train
2156,1013,1425,3,TIDAK_VALID,train
2050,245,3791,3,TIDAK_VALID,train
2509,742,1336,3,TIDAK_VALID,train
695,527,1214,0,BATU,test
124,709,326,0,BATU,test
2905,3371,2214,3,TIDAK_VALID,train
2946,2995,1027,1,GUNTING,validation
1880,3285,3241,3,TIDAK_VALID,validation
188,1131,419,0,BATU,train
2924,3239,3894,2,KERTAS,validation
155,177,851,0,BATU,train
405,73,578,0,BATU,validation
3923,3607,464,1,GUNTING,train
1017,729,726,0,BATU,train
1104,937,332,0,BATU,train
3989,4003,3233,2,KERTAS,train
284,268,904,0,BATU,validation
11,231,38,0,BATU,train
3568,3709,3085,2,KERTAS,train
977,1162,311,0,BATU,train
1748,3657,2477,3,TIDAK_VALID,test
2790,1483,190,3,TIDAK_VALID,train
3346,3516,41,1,GUNTING,train
223,3381,3031,3,TIDAK_VALID,train
1249,71,1862,3,TIDAK_VALID,train
3530,3887,3811,2,KERTAS,train
3693,3656,233,1,GUNTING,train
659,534,162,0,BATU,train
3446,3901,1124,1,GUNTING,train
3501,3997,1003,1,GUNTING,test
775,47,95,0,BATU,validation
827,560,190,0,BATU,train
4079,3946,3108,2,KERTAS,train
437,3201,2824,3,TIDAK_VALID,validation
3199,3882,432,1,GUNTING,train
3565,955,3017,3,TIDAK_VALID,train
3377,3202,19,1,GUNTING,train
358,630,991,0,BATU,validation
104,420,882,0,BATU,train
628,1304,3554,3,TIDAK_VALID,train
3287,3696,743,1,GUNTING,test
1481,3885,183,3,TIDAK_VALID,train
436,1193,1097,0,BATU,train
3909,1291,1451,3,TIDAK_VALID,train
3412,3287,459,1,GUNTING,train
3672,3828,1017,1,GUNTING,train
853,133,984,0,BATU,test
3307,3070,3005,2,KERTAS,train
3119,2373,3388,3,TIDAK_VALID,test
577,314,1049,0,BATU,test
626,2072,2394,3,TIDAK_VALID,train
3722,2955,586,1,GUNTING,train
3350,3672,1027,1,GUNTING,train
639,375,3633,3,TIDAK_VALID,train
745,1153,423,0,BATU,train
1005,911,576,0,BATU,train
3059,253,4070,3,TIDAK_VALID,train
132,142,761,0,BATU,train
4066,3721,1988,3,TIDAK_VALID,train
416,1037,593,0,BATU,train
3199,3547,3472,2,KERTAS,train
288,1105,235,0,BATU,validation
1871,244,273,3,TIDAK_VALID,test
80,789,807,0,BATU,validation
3017,3074,3399,2,KERTAS,validation
3692,3811,621,1,GUNTING,train
3229,3830,999,1,GUNTING,test
3543,4089,602,1,GUNTING,validation
3698,3912,924,1,GUNTING,train
495,1025,837,0,BATU,train
104,682,985,0,BATU,train
3872,3427,3210,2,KERTAS,train
3433,420,3375,3,TIDAK_VALID,test
463,484,161,0,BATU,train
3277,3074,3187,2,KERTAS,train
4046,4042,866,1,GUNTING,test
3128,3847,3311,2,KERTAS,test
4071,3146,291,1,GUNTING,train
390,1171,357,0,BATU,train
3578,3840,3189,2,KERTAS,train
885,301,529,0,BATU,test
676,96,1044,0,BATU,train
3074,3737,565,1,GUNTING,test
770,477,424,0,BATU,train
3978,2689,2410,3,TIDAK_VALID,validation
3120,3283,3638,2,KERTAS,train
1204,219,1733,3,TIDAK_VALID,validation
3111,3406,3964,2,KERTAS,test
3572,3707,75,1,GUNTING,train
3118,3230,3942,2,KERTAS,train
3668,3293,560,1,GUNTING,train
1669,1332,3546,3,TIDAK_VALID,train
3846,3420,3897,2,KERTAS,validation
2101,721,238,3,TIDAK_VALID,train
624,601,409,0,BATU,train
2020,1985,743,3,TIDAK_VALID,train
139,1197,878,0,BATU,validation
3852,3230,1170,1,GUNTING,test
3759,3150,3623,2,KERTAS,train
3574,3564,1018,1,GUNTING,train
3621,3881,553,1,GUNTING,train
3469,3234,374,1,GUNTING,test
3022,3415,728,1,GUNTING,validation
64,587,1089,0,BATU,train
73,1002,266,0,BATU,test
3227,1509,1003,3,TIDAK_VALID,train
4089,2948,2506,3,TIDAK_VALID,train
3657,3840,3565,2,KERTAS,validation
62,1066,376,0,BATU,train
339,1104,1020,0,BATU,test
125,802,1174,0,BATU,train
396,857,1176,0,BATU,train
3578,3502,837,1,GUNTING,train
391,1065,1129,0,BATU,validation
1165,1010,1,0,BATU,test
2914,3618,1056,1,GUNTING,test
1338,111,1133,3,TIDAK_VALID,test
466,797,1189,0,BATU,train
2884,3940,2992,2,KERTAS,validation
1151,745,873,0,BATU,train
3050,3338,3672,2,KERTAS,train
364,2999,1098,3,TIDAK_VALID,train
3599,3253,406,1,GUNTING,train
3402,3375,1075,1,GUNTING,test
2039,4043,963,3,TIDAK_VALID,train
790,1194,304,0,BATU,train
1256,3464,2998,3,TIDAK_VALID,train
3688,3911,3007,2,KERTAS,train
3076,3371,3899,2,KERTAS,train
1002,3614,154,3,TIDAK_VALID,train
2565,1158,2024,3,TIDAK_VALID,train
